author,comment
@paulagratefulnoend9683,This is Powerful.
@jamesleavy128,"Thank you Dr. Peterson, for the insight into myself!"
@Rusty_piston,thank you man.
@LiamBeanComedy,In our climb for the divine well build a utopia here on earth! Then get bored and tear it down
@jameson5735,Cynicism is easy when you are poor and unknown.
@smileysel7113,No one will tell you that we can do shit and everything is written in advance we are just applying what was written for us if you&#39;re meant to be poor you&#39;ll die poor and if you&#39;re meant to be successful you&#39;ll get it while asleep ..
@Themightymiracleman,This episode radically changes my understanding of how parents treated me
@aliciaxoe3,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=5159"">1:25:59</a> I love how Jordan Peterson brought this up it’s so true"
@HIGHLANDER_ONLY_ONE,"Recently I called a cousin I haven&#39;t spoken to in a long time - we live in different states. I noticed he wasn&#39;t well,  he shoved sad, and lovely,  and he was ill, and grossly overweight he said,  and that he had arthritis all over.  He&#39;s not married and doesn&#39;t have any children.  I truly believe he was SA as a child, and the whole thing broke my heart. I didn&#39;t want him to know i was sending all these,  and i made it a point to be there for him.  Iv text and call him often,  and now i can see that he&#39;s reaching out to me.  I told him that men who are married live longer,  because they nag their husbands into going to the fiftieth,  to eat healthier,  and to exercise. So i made him laugh b6 saying i well be acting like his wife, and nag him.  I&#39;m a fascinated by nutrition, and natural healing.  So, I have recommended he stated the carnivores diet with me.  I sent him a few videos, told him about the Petersons story, and how many people were seriously healed, cured, lost weight,  and build musscles, etc.  Iv think i hot to him at the right moment,  because we spoke about this before,  and nothing he wouldn&#39;t.   Most importantly though,  I&#39;m encouraging, honest, loving and i day things to him that I&#39;m pretty sure he doesn&#39;t hear anymore,  &quot;I love you,&quot;  and I&#39;m reminding him of his worth, and how precious he is,  and I&#39;m genuine.  It&#39;s been a short time and I know he&#39;s beginning to change.  I&#39;m absolutely  loving our relationship. He now is teaching out and helping me with things he&#39;s good too. We are vhsllenging each other.  Thank you four this show 🙏🙏🙏"
@BrandonWorkshop,"When asked who i would like to sit down with for dinner, I&#39;ve always said, Jesus. but I think Jordan would be my runner up. I would probably include Christ, Jordan, Buddha, Hitler and Stalin, so we can nut it out! Understand ourselves and each other. the good and bad!"
@danforgothispw,&quot;Idea dujour of the day&quot; LOVEd that
@hessin187,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=5230"">1:27:10</a> anybody else notice the water droplet on the lense shield warping Jordans right hand?"
@flygirl244,Truth Bombs! Thank You ♥
@tashastarling6573,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=7185"">1:59:45</a> censorship, free speech, ETHICAL speech, this is what makes all the problems in the world. People need to communicate to dispel all obscurity"
@lemoncrash1814,"“No matter how cynical you are, it’s never enough to keep up”.<br><br>Lilly Tomlin"
@DaimianSalutis,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=5197"">1:26:37</a>  commitment is maturity. Not what something in you wants yhis moment. There are mutliple layers of itdentity. Marriage gives identity and purpose."
@WillieBloom,Pro tip: everything you need to know you can learn by watching Star Wars the original trilogy. <br><br>But you have to pay attention.<br><br>Hint: Lucas derived much of the philosophy in the story from Jewish and Buddhist traditions together with the traditional heroes journey.
@jackfisher1265,I think theres really a lack of self worth in these 2 men.<br>The only way they seemingly get in gratification is by totally destroying other mens characters by putting then dpwn in all contexts.
@theelam0fg0d,SACRIFICE!!!!!
@randal3122,"its crazy to me that there are so many liberals that hate jordan peterson. i dont even see how he could be controversial. they really have lost their way, and have soo much hate and anger towards anyone who doesnt take part in their cult-like behavior. im not so sure most people realize how dangerous they have become, and how their delusions and lack of willingness to think objectively and pursue the truth can lead to atrocities if left unchecked. everyone think we are so far removed from atrocities that have happened in the past, and that we are so much more enlightened, that we couldnt repeat them again. but these radical leftists should have everyone concerned"
@thepleinair,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=11861"">3:17:41</a> - genius. We all should remember this at very important spots in our lives."
@TheLogan1186,My guy Peterson is on a mission to replace the entire congress and senate
@dimitartachkov1267,"It is a really enlightening and interesting talk. Although I don&#39;t agree with everything they said. For example, you shouldn&#39;t be defined by whether you&#39;re married or not. What if you are not lucky enough to find that someone?"
@EFJoKeR,"At the 3 hour mark, Dr Peterson mentioned &quot;There&#39;s a hunger for deep stories&quot;, or something to that effect. And he&#39;s absolutely right. As a cinophile, and a profound lover of story telling, in all its forms... I&#39;ve noticed, as many others have, that the current western culture war, has robbed us of that... In a scary degree...<br><br> When a movie, like Maverick comes out, that would&#39;ve been considered &quot;mediocre&quot; 20 or 30 years ago, is hailed as &quot;epic&quot; - You KNOW people are hungering for DEEP story telling, that can pull their mind out of reality for an hour or two...<br><br>Not sure, Chris, if you&#39;ve ever done an interview with &quot;The Critical Drinker&quot;, or &quot;Nerdrotic&quot;... If not, i would urge you to talk to them... At least in the spirit of story telling... Modern day...<br><br>Human sanity is based on morals relayed through stories, whether that through movies, music, books, or just bedtime stories...<br><br> They all have an impact on our perception of reality, if they&#39;re well written, and well told... Which is why, PragerU is gaining on Hollywood..."
@hide_and_go_sikh,Don&#39;t forget how all of us ere onyoutube YouTube. Helhelpedto make get that possible for you. Cause it was haour viewescomments and thumbs up and likes and likes. The pushedyou😢you uptheagorithm.
@hide_and_go_sikh,It&#39;s just like a border roommeeting meeting.
@DT-go2vc,Reminds me of Manly p Hall
@Silvereagledude,Good stuff
@maretyler1969,I see God as the laws of the universe. The laws of physics.. the Bible to me is a physics book. It explains how our body is the tabernacle the temple. The river Jordan is the blood vessels. The land of Pineal is the pineal gland. 😮It goes on and on .Genesis 1. God was into Astrology immediately and weed.<br>And sex . Pretty cool guy.❤ I see God as law you break the laws you suffer the consequences. keep the laws ~ you will be blessed. God is the laws of physics.❤❤❤❤❤<br>God is love. God is the quantum field .<br>God is consciousness .<br>The three letter word“god” is a catchall phrase for long explanations of the meaning of “god”
@christianmoulart,You are a payed guy to sell uk we all know Belgium is better
@PatlovelyBHH,"The last 5 minutes or so contain priceless advice for anyone doing something in front of or surrounded by a crowd of people. Have an attitude of gratitude, and keep in mind that you’re so lucky these people came to see you. So, treat each and every one of them as your guest. You can’t make it or have meaning without your audience. 🙌🏽"
@sergezerkin,Bro are you on drugs listenting to Peterson dreaming how you will conquer the world by starting with Canadian prime minster ?
@MegaLiggie,Moving from a maga consciousness if you disagree you are bad now movinging to a talmudic argument where you become the best by fighting the  best?
@DannyGavin-uh7mh,... &amp; to b earnest enthusiastic and curious with genuine vulnerability had been sneered at but u putting yourself out there makes The Difference ❤
@DannyGavin-uh7mh,"This gentleman, genius heart, Life Saver. Thank u for giving him your platform  💗"
@TOYCH,Mental and wardrobe always sharp with Peterson.
@Kal-EL_Volta,1200 words a minute?bits that still reading or skimming?
@andreeacoman2716,"I really tried listening to this episode, but it’s virtually impossible. You interrupted all great ideas, either with commercials where you speak (and they were many, man…) or with youtube commercials. <br>Seriously, just how greedy are you?"
